"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"BeModelMedicationRecordDispense","","","",0,*,"","","","","Medication Record Dispense logical model","","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"BeModelMedicationRecordDispense.statusReason","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Why a dispense was not performed MedicationDispense Status Reason Codes (Example)","Why a dispense was not performed MedicationDispense Status Reason Codes (Example)","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.statusReason",0,*,"",""
"BeModelMedicationRecordDispense.product","","","",1,1,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Medication]]}
","The product that was dispensed - coded or not (e.g. for magistral preparations)","The product that was dispensed - coded or not (e.g. for magistral preparations)","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.product",1,1,"",""
"BeModelMedicationRecordDispense.dispenseDetail","","","",0,*,"","","","BackboneElement {[]} {[]}
","Each product that was dispensed","Each product that was dispensed","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.dispenseDetail",0,*,"",""
"BeModelMedicationRecordDispense.dispenseDetail.quantitydispensed","","","",0,1,"","","","Quantity {[]} {[]}
","The amound of product that was dispensed","The amound of product that was dispensed","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.dispenseDetail.quantitydispensed",0,1,"",""
"BeModelMedicationRecordDispense.dispenseDetail.dosageInstructions","","","",0,1,"","","","Dosage {[]} {[]}
","The instructions for use","The instructions for use","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.dispenseDetail.dosageInstructions",0,1,"",""
"BeModelMedicationRecordDispense.dispenseDetail.note","","","",0,*,"","","","Annotation {[]} {[]}
","Additional information about the dispensed item","Additional information about the dispensed item","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.dispenseDetail.note",0,*,"",""
"BeModelMedicationRecordDispense.SubstitutionReason","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Why was substitution made","Why was substitution made","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.SubstitutionReason",0,1,"",""
"BeModelMedicationRecordDispense.type","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Trial fill, partial fill, emergency fill, etc.","Trial fill, partial fill, emergency fill, etc.","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.type",0,1,"",""
"BeModelMedicationRecordDispense.location","","","",0,1,"","","","string {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.location",0,1,"",""
"BeModelMedicationRecordDispense.treatment","","","",0,1,"","","","Reference {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"BeModelMedicationRecordDispense.treatment",0,1,"",""
